timestamp,op,addr,data
F0A1EB,R,06,0000
F1F38A,W,09,0812
F1F455,W,09,0812
F1F46B,R,23,0200
F1FC30,W,0F,8070
F1FE92,W,09,0A12
F1FE9B,W,05,0000
F305A2,W,09,0B12
F305AB,W,14,0000
F32BF6,W,09,0912
F32BFE,W,04,0A20
F32CBB,R,06,0000
F47E5B,W,09,0812
F47F24,W,09,0812
F47F3A,R,23,0200
F480C8,W,09,0A12
F480D0,W,05,0000
F59072,W,09,0B12
F5907B,W,14,0000
F5B6C5,W,09,0912
F5B6CD,W,04,0A20
F5B78B,R,06,0000
F70929,W,09,0812
F709F4,W,09,0812
F70A0A,R,23,0200
F70B97,W,09,0A12
F70BA0,W,05,0000
F70BA9,W,06,0000
F81B42,W,09,0B12
F81B4B,W,14,0000
F84195,W,09,0912
F8419E,W,04,0A20
F8425A,R,06,0000
F993FA,W,09,0812
F994C4,W,09,0812
F994D9,R,23,0200
F99667,W,09,0A12
F99670,W,05,0000
FAA611,W,09,0B12
FAA61A,W,14,0000
FACC66,W,09,0912
FACC6E,W,04,0A20
FACD2B,R,06,0000
FACD38,W,05,4000
FC1ECA,W,09,0812
FC1F93,W,09,0812
FC1FA9,R,23,0200
FC2138,W,09,0A12
FC2140,W,05,0000
FD30E1,W,09,0B12
FD30E9,W,14,0000
FD5735,W,09,0912
FD573E,W,04,0A20
FD57FA,R,06,0000
FEA99A,W,09,0812
FEAA64,W,09,0812
FEAA7A,R,23,0200
FEAB37,W,0F,8060
FEACCF,W,09,0A12
FEACD8,W,05,0000
FFBBB4,W,09,0B12
FFBBBC,W,14,0000
FFE205,W,09,0912
FFE20E,W,04,0A20
FFE2CD,R,06,0000
01346A,W,09,0812
013533,W,09,0812
013549,R,23,0200
0136D9,W,09,0A12
0136E2,W,05,0000
024683,W,09,0B12
02468B,W,14,0000
026CD5,W,09,0912
026CDE,W,04,0A20
026D9C,R,06,0000
03BF3A,W,09,0812
03C003,W,09,0812
03C019,R,23,0200
03C1A8,W,09,0A12
03C1B1,W,05,0000
03C1BA,W,06,0000
04D151,W,09,0B12
04D15A,W,14,0000
04F7A5,W,09,0912
04F7AE,W,04,0A20
04F86B,R,06,0000
064A0B,W,09,0812
064AD4,W,09,0812
064AEA,R,23,0200
064C77,W,09,0A12
064C80,W,05,0000
064C88,W,06,0000
075C22,W,09,0B12
075C2A,W,14,0000
078276,W,09,0912
07827F,W,04,0A20
07833A,R,06,0000
08D4DA,W,09,0812
08D5A3,W,09,0812
08D5B8,R,23,0200
08D747,W,09,0A12
08D750,W,05,0000
09E6F1,W,09,0B12
09E6F9,W,14,0000
0A0D44,W,09,0912
0A0D4D,W,04,0A20
0A0E0A,R,06,0000
0B5FAA,W,09,0812
0B6072,W,09,0812
0B6088,R,23,0200
0B684E,W,0F,8070
0B69E9,W,09,0A12
0B69F2,W,05,0000
0C71C0,W,09,0B12
0C71C9,W,14,0000
0C9815,W,09,0912
0C981E,W,04,0A20
0C98D9,R,06,0000
0DEA79,W,09,0812
0DEB43,W,09,0812
0DEB59,R,23,0200
0DECE5,W,09,0A12
0DECEE,W,05,0000
0DECF7,W,06,0000
0EFC91,W,09,0B12
0EFC99,W,14,0000
0F22E3,W,09,0912
0F22EC,W,04,0A20
0F23A9,R,06,0000
107548,W,09,0812
107612,W,09,0812
107628,R,23,0200
1077B6,W,09,0A12
1077BF,W,05,0000
118761,W,09,0B12
118769,W,14,0000
11ADB3,W,09,0912
11ADBC,W,04,0A20
11AE79,R,06,0000
130018,W,09,0812
1300E2,W,09,0812
1300F9,R,23,0200
130285,W,09,0A12
13028E,W,05,0000
130297,W,06,0000
141230,W,09,0B12
141239,W,14,0000
143883,W,09,0912
14388B,W,04,0A20
143948,R,06,0000
158AE8,W,09,0812
158BB1,W,09,0812
158BC8,R,23,0200
158D55,W,09,0A12
158D5E,W,05,0000
158D66,W,06,0000
169D00,W,09,0B12
169D08,W,14,0000
16C352,W,09,0912
16C35B,W,04,0A20
16C418,R,06,0000
1815B7,W,09,0812
181681,W,09,0812
181698,R,23,0200
181754,W,0F,8060
1818ED,W,09,0A12
1927CE,W,09,0B12
1927D7,W,14,0000
194E22,W,09,0912
194E2B,W,04,0A20
194EE9,R,06,0000
1AA087,W,09,0812
1AA151,W,09,0812
1AA166,R,23,0200
1AA2F3,W,09,0A12
1AA2FB,W,05,0000
1AA304,W,06,0000
1BB29D,W,09,0B12
1BB2A6,W,14,0000
1BD8F2,W,09,0912
1BD8FB,W,04,0A20
1BD9B8,R,06,0000
1D2B56,W,09,0812
1D2C20,W,09,0812
1D2C35,R,23,0200
1D2DC4,W,09,0A12
1D2DCC,W,05,0000
1D2DD5,W,06,0000
1E3D70,W,09,0B12
1E3D79,W,14,0000
1E63C0,W,09,0912
1E63C9,W,04,0A20
1E6487,R,06,0000
1FB626,W,09,0812
1FB6EF,W,09,0812
1FB705,R,23,0200
1FB893,W,09,0A12
1FB89C,W,05,0000
20C83C,W,09,0B12
20C845,W,14,0000
20EE92,W,09,0912
20EE9B,W,04,0A20
20EF57,R,06,0000
2240F5,W,09,0812
2241BF,W,09,0812
2241D5,R,23,0200
224363,W,09,0A12
22436B,W,05,0000
224374,W,06,0000
23530D,W,09,0B12
235316,W,14,0000
237961,W,09,0912
23796A,W,04,0A20
237A26,R,06,0000
24CBC5,W,09,0812
24CC8F,W,09,0812
24CCA6,R,23,0200
24D46A,W,0F,8070
24D606,W,09,0A12
24D60F,W,05,0000
25DDDC,W,09,0B12
25DDE5,W,14,0000
260430,W,09,0912
260439,W,04,0A20
2604F5,R,06,0000
275695,W,09,0812
275760,W,09,0812
275776,R,23,0200
275904,W,09,0A12
27590C,W,05,0000
2868AD,W,09,0B12
2868B6,W,14,0000
288F01,W,09,0912
288F09,W,04,0A20
288FC8,R,06,0000
29E166,W,09,0812
29E230,W,09,0812
29E245,R,23,0200
29E3D4,W,09,0A12
29E3DC,W,05,0000
29E3E5,W,06,0000
2AF37F,W,09,0B12
2AF388,W,14,0000
2B19D1,W,09,0912
2B19D9,W,04,0A20
2B1A97,R,06,0000
2C6C35,W,09,0812
2C6D00,W,09,0812
2C6D16,R,23,0200
2C6EA3,W,09,0A12
2C6EAC,W,05,0000
2C6EB4,W,06,0000
2D7E4D,W,09,0B12
2D7E56,W,14,0000
2DA4A1,W,09,0912
2DA4AA,W,04,0A20
2DA568,R,06,0000
2EF706,W,09,0812
2EF7CF,W,09,0812
2EF7E5,R,23,0200
2EF973,W,09,0A12
2EF97B,W,05,0000
30091E,W,09,0B12
300926,W,14,0000
302F70,W,09,0912
302F79,W,04,0A20
303037,R,06,0000
3181D6,W,09,0812
31829F,W,09,0812
3182B5,R,23,0200
318372,W,0F,8060
31850C,W,09,0A12
318514,W,05,0000
3293ED,W,09,0B12
3293F6,W,14,0000
32BA41,W,09,0912
32BA4A,W,04,0A20
32BB08,R,06,0000
340CA5,W,09,0812
340D6F,W,09,0812
340D84,R,23,0200
340F13,W,09,0A12
340F1C,W,05,0000
340F3F,W,1A,0031
351EBD,W,09,0B12
351EC6,W,14,0000
354510,W,09,0912
354519,W,04,0A20
3545D7,R,06,0000
369777,W,09,0812
36983F,W,09,0812
369855,R,23,0200
3699E2,W,09,0A12
3699EB,W,05,0000
37A98C,W,09,0B12
37A995,W,14,0000
37CFE1,W,09,0912
37CFEA,W,04,0A20
37D0A5,R,06,0000
392246,W,09,0812
39230F,W,09,0812
392325,R,23,0200
3924B2,W,09,0A12
3924BB,W,05,0000
3924C4,W,06,0000
3A345D,W,09,0B12
3A3465,W,14,0000
3A5AB0,W,09,0912
3A5AB9,W,04,0A20
3A5B77,R,06,0000
3BAD15,W,09,0812
3BADDF,W,09,0812
3BADF5,R,23,0200
3BAF83,W,09,0A12
3BAF8C,W,05,0000
3CBF2D,W,09,0B12
3CBF36,W,14,0000
3CE580,W,09,0912
3CE588,W,04,0A20
3CE646,R,06,0000
3CE653,W,05,4000
3E37E4,W,09,0812
3E38AF,W,09,0812
3E38C4,R,23,0200
3E408A,W,0F,8070
3E4225,W,09,0A12
3F49FC,W,09,0B12
3F4A05,W,14,0000
3F704F,W,09,0912
3F7058,W,04,0A20
3F7116,R,06,0000
40C2B5,W,09,0812
40C37F,W,09,0812
40C394,R,23,0200
40C523,W,09,0A12
40C52C,W,05,0000
40C534,W,06,0000
41D4CD,W,09,0B12
41D4D6,W,14,0000
41FB1F,W,09,0912
41FB28,W,04,0A20
41FBE7,R,06,0000
434D85,W,09,0812
434E4E,W,09,0812
434E64,R,23,0200
434FF3,W,09,0A12
434FFB,W,05,0000
445F9D,W,09,0B12
445FA6,W,14,0000
4485F0,W,09,0912
4485F8,W,04,0A20
4486B7,R,06,0000
4486C3,W,05,4000
45D855,W,09,0812
45D91E,W,09,0812
45D934,R,23,0200
45DAC2,W,09,0A12
45DACA,W,05,0000
46EA6B,W,09,0B12
46EA73,W,14,0000
4710BF,W,09,0912
4710C7,W,04,0A20
471184,R,06,0000
486323,W,09,0812
4863ED,W,09,0812
486403,R,23,0200
486591,W,09,0A12
486599,W,05,0000
4865A2,W,06,0000
49753B,W,09,0B12
497543,W,14,0000
499B8E,W,09,0912
499B97,W,04,0A20
499C54,R,06,0000
4AEDF3,W,09,0812
4AEEBD,W,09,0812
4AEED2,R,23,0200
4AEF90,W,0F,8060
4AF128,W,09,0A12
4C000C,W,09,0B12
4C0014,W,14,0000
4C2660,W,09,0912
4C2668,W,04,0A20
4C2724,R,06,0000
4D78C3,W,09,0812
4D798D,W,09,0812
4D79A4,R,23,0200
4D7B31,W,09,0A12
4D7B3A,W,05,0000
4D7B42,W,06,0000
4E8AD9,W,09,0B12
4E8AE2,W,14,0000
4EB12F,W,09,0912
4EB138,W,04,0A20
4EB1F4,R,06,0000
500392,W,09,0812
50045D,W,09,0812
500472,R,23,0200
500600,W,09,0A12
500608,W,05,0000
500611,W,06,0000
5115AA,W,09,0B12
5115B2,W,14,0000
513BFE,W,09,0912
513C06,W,04,0A20
513CC4,R,06,0000
528E63,W,09,0812
528F2C,W,09,0812
528F42,R,23,0200
5290D1,W,09,0A12
5290DA,W,05,0000
53A07B,W,09,0B12
53A084,W,14,0000
53C6CF,W,09,0912
53C6D7,W,04,0A20
53C796,R,06,0000
551933,W,09,0812
5519FC,W,09,0812
551A13,R,23,0200
551BA0,W,09,0A12
551BA9,W,05,0000
551BB2,W,06,0000
562B4A,W,09,0B12
562B52,W,14,0000
56519C,W,09,0912
5651A5,W,04,0A20
565264,R,06,0000
57A402,W,09,0812
57A4CC,W,09,0812
57A4E1,R,23,0200
57ACA7,W,0F,8070
57AE42,W,09,0A12
57AE4B,W,05,0000
58B619,W,09,0B12
58B622,W,14,0000
58DC6C,W,09,0912
58DC75,W,04,0A20
58DD33,R,06,0000
5A2ED2,W,09,0812
5A2F9D,W,09,0812
5A2FB2,R,23,0200
5A313F,W,09,0A12
5A3148,W,05,0000
5B40EB,W,09,0B12
5B40F4,W,14,0000
5B673D,W,09,0912
5B6745,W,04,0A20
5B6803,R,06,0000
5CB9A2,W,09,0812
5CBA6C,W,09,0812
5CBA81,R,23,0200
5CBC0F,W,09,0A12
5CBC18,W,05,0000
5CBC21,W,06,0000
5DCBBA,W,09,0B12
5DCBC3,W,14,0000
5DF20D,W,09,0912
5DF216,W,04,0A20
5DF2D3,R,06,0000
5F4471,W,09,0812
5F453C,W,09,0812
5F4552,R,23,0200
5F46DF,W,09,0A12
5F46E7,W,05,0000
5F46F0,W,06,0000
605689,W,09,0B12
605692,W,14,0000
607CDC,W,09,0912
607CE5,W,04,0A20
607DA4,R,06,0000
61CF43,W,09,0812
61D00B,W,09,0812
61D021,R,23,0200
61D1AF,W,09,0A12
61D1B7,W,05,0000
62E15A,W,09,0B12
62E163,W,14,0000
6307AC,W,09,0912
6307B5,W,04,0A20
630872,R,06,0000
645A11,W,09,0812
645ADB,W,09,0812
645AF0,R,23,0200
645BAE,W,0F,8060
645D47,W,09,0A12
645D50,W,05,0000
656C2A,W,09,0B12
656C33,W,14,0000
65927D,W,09,0912
659285,W,04,0A20
659343,R,06,0000
66E4E2,W,09,0812
66E5AB,W,09,0812
66E5C1,R,23,0200
66E74F,W,09,0A12
66E758,W,05,0000
66E760,W,06,0000
67F6F9,W,09,0B12
67F702,W,14,0000
681D4D,W,09,0912
681D55,W,04,0A20
681E13,R,06,0000
696FB1,W,09,0812
69707B,W,09,0812
697090,R,23,0200
697220,W,09,0A12
697228,W,05,0000
6A81CA,W,09,0B12
6A81D3,W,14,0000
6AA81C,W,09,0912
6AA825,W,04,0A20
6AA8E3,R,06,0000
6BFA82,W,09,0812
6BFB4B,W,09,0812
6BFB60,R,23,0200
6BFCEE,W,09,0A12
6BFCF7,W,05,0000
6BFD00,W,06,0000
6D0C99,W,09,0B12
6D0CA2,W,14,0000
6D32ED,W,09,0912
6D32F5,W,04,0A20
6D33B3,R,06,0000
6E8551,W,09,0812
6E861A,W,09,0812
6E8631,R,23,0200
6E87BF,W,09,0A12
6E87C7,W,05,0000
6E87D0,W,06,0000
6F9768,W,09,0B12
6F9771,W,14,0000
6FBDBB,W,09,0912
6FBDC4,W,04,0A20
6FBE81,R,06,0000
711021,W,09,0812
7110EB,W,09,0812
711100,R,23,0200
7118C5,W,0F,8070
711A60,W,09,0A12
72223A,W,09,0B12
722243,W,14,0000
72488B,W,09,0912
724894,W,04,0A20
724952,R,06,0000
739AF0,W,09,0812
739BBA,W,09,0812
739BCF,R,23,0200
739D5E,W,09,0A12
739D66,W,05,0000
739D6F,W,06,0000
74AD08,W,09,0B12
74AD11,W,14,0000
74D35B,W,09,0912
74D364,W,04,0A20
74D420,R,06,0000
7625C0,W,09,0812
76268B,W,09,0812
7626A1,R,23,0200
76282E,W,09,0A12
762836,W,05,0000
76283F,W,06,0000
7737DA,W,09,0B12
7737E3,W,14,0000
775E2A,W,09,0912
775E33,W,04,0A20
775EF1,R,06,0000
78B090,W,09,0812
78B15A,W,09,0812
78B170,R,23,0200
78B2FD,W,09,0A12
78B306,W,05,0000
79C2A8,W,09,0B12
79C2B1,W,14,0000
79E8FB,W,09,0912
79E903,W,04,0A20
79E9C2,R,06,0000
7B3B60,W,09,0812
7B3C29,W,09,0812
7B3C3F,R,23,0200
7B3DCD,W,09,0A12
7B3DD6,W,05,0000
7B3DDF,W,06,0000
7C4D79,W,09,0B12
7C4D82,W,14,0000
7C73CA,W,09,0912
7C73D3,W,04,0A20
7C7491,R,06,0000
7DC630,W,09,0812
7DC6F9,W,09,0812
7DC70F,R,23,0200
7DC7CC,W,0F,8060
7DC965,W,09,0A12
7DC96E,W,05,0000
7ED848,W,09,0B12
7ED850,W,14,0000
7EFE9A,W,09,0912
7EFEA2,W,04,0A20
7EFF61,R,06,0000
805100,W,09,0812
8051C9,W,09,0812
8051DF,R,23,02FF
80536E,W,09,0A12
805376,W,05,0000
816317,W,09,0B12
81631F,W,14,0000
81896A,W,09,0912
818973,W,04,0A20
818A30,R,06,0000
82DBCF,W,09,0812
82DC9A,W,09,0812
82DCAF,R,23,0200
82DE3D,W,09,0A12
82DE46,W,05,0000
82DE4F,W,06,0000
83EDE8,W,09,0B12
83EDF0,W,14,0000
84143A,W,09,0912
841443,W,04,0A20
841501,R,06,0000
8566A1,W,09,0812
85676A,W,09,0812
85677F,R,23,02FF
85690D,W,09,0A12
856916,W,05,0000
8678B7,W,09,0B12
8678C0,W,14,0000
869F0B,W,09,0912
869F13,W,04,0A20
869FD0,R,06,0000
869FDD,W,05,4000
87F170,W,09,0812
87F239,W,09,0812
87F24E,R,23,0200
87F3DD,W,09,0A12
87F3E6,W,05,0000
890389,W,09,0B12
890391,W,14,0000
8929DA,W,09,0912
8929E2,W,04,0A20
892AA1,R,06,0000
8A7C40,W,09,0812
8A7D0A,W,09,0812
8A7D1F,R,23,0200
8A84E6,W,0F,8070
8A8680,W,09,0A12
8A8688,W,05,0000
8B8E59,W,09,0B12
8B8E62,W,14,0000
8BB4A9,W,09,0912
8BB4B2,W,04,0A20
8BB56F,R,06,0000
8D0710,W,09,0812
8D07DA,W,09,0812
8D07F0,R,23,02FF
8D097C,W,09,0A12
8D0985,W,05,0000
8E1927,W,09,0B12
8E192F,W,14,0000
8E3F7B,W,09,0912
8E3F84,W,04,0A20
8E4041,R,06,0000
8E404E,W,05,4000
8F91E0,W,09,0812
8F92AA,W,09,0812
8F92C0,R,23,02FF
8F944D,W,09,0A12
8F9456,W,05,0000
90A3F7,W,09,0B12
90A400,W,14,0000
90CA4A,W,09,0912
90CA52,W,04,0A20
90CB10,R,06,0000
921CB0,W,09,0812
921D7A,W,09,0812
921D8F,R,23,02FF
921F1D,W,09,0A12
921F26,W,05,0000
921F2E,W,06,0000
932EC7,W,09,0B12
932ED0,W,14,0000
93551B,W,09,0912
935523,W,04,0A20
9355E2,R,06,0000
94A77F,W,09,0812
94A849,W,09,0812
94A85F,R,23,02FF
94A9ED,W,09,0A12
94A9F6,W,05,0000
95B996,W,09,0B12
95B99F,W,14,0000
95DFEA,W,09,0912
95DFF3,W,04,0A20
95E0B0,R,06,0000
97324E,W,09,0812
973318,W,09,0812
97332E,R,23,02FF
9733EC,W,0F,8060
973583,W,09,0A12
97358C,W,05,0000
984466,W,09,0B12
98446F,W,14,0000
986ABA,W,09,0912
986AC3,W,04,0A20
986B7F,R,06,0000
99BD1E,W,09,0812
99BDE7,W,09,0812
99BDFD,R,23,02FF
99BF8C,W,09,0A12
99BF95,W,05,0000
99BF9E,W,06,0000
9ACF36,W,09,0B12
9ACF3F,W,14,0000
9AF58A,W,09,0912
9AF593,W,04,0A20
9AF650,R,06,0000
9C47EF,W,09,0812
9C48B8,W,09,0812
9C48CE,R,23,02FF
9C4A5B,W,09,0A12
9C4A64,W,05,0000
9D5A06,W,09,0B12
9D5A0F,W,14,0000
9D8058,W,09,0912
9D8061,W,04,0A20
9D8120,R,06,0000
9ED2BD,W,09,0812
9ED388,W,09,0812
9ED39D,R,23,02FF
9ED52C,W,09,0A12
9ED534,W,05,0000
9ED53D,W,06,0000
9FE4D6,W,09,0B12
9FE4DF,W,14,0000
A00B2A,W,09,0912
A00B32,W,04,0A20
A00BEF,R,06,0000
A15D8E,W,09,0812
A15E59,W,09,0812
A15E6F,R,23,02FF
A15FFD,W,09,0A12
A16005,W,05,0000
A1600E,W,06,0000
A26FA6,W,09,0B12
A26FAF,W,14,0000
A295FB,W,09,0912
A29604,W,04,0A20
A296C0,R,06,0000
A3E85E,W,09,0812
A3E928,W,09,0812
A3E93E,R,23,02FF
A3F103,W,0F,8070
A3F29F,W,09,0A12
A4FA74,W,09,0B12
A4FA7D,W,14,0000
A520C9,W,09,0912
A520D2,W,04,0A20
A52190,R,06,0000
A6732E,W,09,0812
A673F7,W,09,0812
A6740D,R,23,02FF
A6759B,W,09,0A12
A675A3,W,05,0000
A675AC,W,06,0000
A78547,W,09,0B12
A78550,W,14,0000
A7AB98,W,09,0912
A7ABA1,W,04,0A20
A7AC5F,R,06,0000
A8FDFE,W,09,0812
A8FEC7,W,09,0812
A8FEDD,R,23,02FF
A9006C,W,09,0A12
A90074,W,05,0000
A9007D,W,06,0000
AA1015,W,09,0B12
AA101E,W,14,0000
AA3669,W,09,0912
AA3672,W,04,0A20
AA372E,R,06,0000
AB88CE,W,09,0812
AB8997,W,09,0812
AB89AD,R,23,02FF
AB8B3C,W,09,0A12
AB8B45,W,05,0000
AC9AE5,W,09,0B12
AC9AED,W,14,0000
ACC138,W,09,0912
ACC140,W,04,0A20
ACC1FE,R,06,0000
AE139D,W,09,0812
AE1467,W,09,0812
AE147C,R,23,02FF
AE160B,W,09,0A12
AE1613,W,05,0000
AE161C,W,06,0000
AF25B5,W,09,0B12
AF25BE,W,14,0000
AF4C08,W,09,0912
AF4C10,W,04,0A20
AF4CCE,R,06,0000
B09E6D,W,09,0812
B09F37,W,09,0812
B09F4C,R,23,02FF
B0A00A,W,0F,8060
B0A1A2,W,09,0A12
B0A1AB,W,05,0000
B1B084,W,09,0B12
B1B08D,W,14,0000
B1D6D7,W,09,0912
B1D6E0,W,04,0A20
B1D79E,R,06,0000
B3293D,W,09,0812
B32A06,W,09,0812
B32A1C,R,23,02FF
B32BAB,W,09,0A12
B32BB4,W,05,0000
B43B55,W,09,0B12
B43B5E,W,14,0000
B461A9,W,09,0912
B461B1,W,04,0A20
B46270,R,06,0000
B5B40C,W,09,0812
B5B4D7,W,09,0812
B5B4ED,R,23,02FF
B5B67A,W,09,0A12
B5B683,W,05,0000
B5B68B,W,06,0000
B6C625,W,09,0B12
B6C62E,W,14,0000
B6EC78,W,09,0912
B6EC81,W,04,0A20
B6ED3D,R,06,0000
B83EDD,W,09,0812
B83FA7,W,09,0812
B83FBC,R,23,02FF
B8414B,W,09,0A12
B84153,W,05,0000
B8415C,W,06,0000
B950F6,W,09,0B12
B950FE,W,14,0000
B97749,W,09,0912
B97752,W,04,0A20
B9780E,R,06,0000
BAC9AD,W,09,0812
BACA77,W,09,0812
BACA8D,R,23,02FF
BACC1A,W,09,0A12
BACC23,W,05,0000
BBDBC6,W,09,0B12
BBDBCF,W,14,0000
BC0218,W,09,0912
BC0221,W,04,0A20
BC02DE,R,06,0000
BD547D,W,09,0812
BD5547,W,09,0812
BD555D,R,23,02FF
BD5D22,W,0F,8070
BD5EBC,W,09,0A12
BD5EC5,W,05,0000
BE6694,W,09,0B12
BE669D,W,14,0000
BE8CE7,W,09,0912
BE8CEF,W,04,0A20
BE8DAE,R,06,0000
BFDF4D,W,09,0812
BFE017,W,09,0812
BFE02D,R,23,02FF
BFE1BB,W,09,0A12
BFE1C4,W,05,0000
BFE1CC,W,06,0000
C0F165,W,09,0B12
C0F16E,W,14,0000
C117B8,W,09,0912
C117C1,W,04,0A20
C1187E,R,06,0000
C26A1E,W,09,0812
C26AE7,W,09,0812
C26AFD,R,23,02FF
C26C8B,W,09,0A12
C26C93,W,05,0000
C37C34,W,09,0B12
C37C3D,W,14,0000
C3A288,W,09,0912
C3A291,W,04,0A20
C3A34F,R,06,0000
C4F4EC,W,09,0812
C4F5B7,W,09,0812
C4F5CC,R,23,02FF
C4F75A,W,09,0A12
C4F762,W,05,0000
C4F76B,W,06,0000
C60704,W,09,0B12
C6070D,W,14,0000
C62D57,W,09,0912
C62D60,W,04,0A20
C62E1D,R,06,0000
C77FBC,W,09,0812
C78085,W,09,0812
C7809B,R,23,02FF
C7822A,W,09,0A12
C78233,W,05,0000
C891D4,W,09,0B12
C891DD,W,14,0000
C8B827,W,09,0912
C8B830,W,04,0A20
C8B8ED,R,06,0000
C8B8FA,W,05,4000
CA0A8C,W,09,0812
CA0B55,W,09,0812
CA0B6C,R,23,02FF
CA0C27,W,0F,8060
CA0DC0,W,09,0A12
CB1CA4,W,09,0B12
CB1CAD,W,14,0000
CB42F6,W,09,0912
CB42FE,W,04,0A20
CB43BC,R,06,0000
CC955B,W,09,0812
CC9625,W,09,0812
CC963B,R,23,02FF
CC97C9,W,09,0A12
CC97D1,W,05,0000
CC97DA,W,06,0000
CDA774,W,09,0B12
CDA77C,W,14,0000
CDCDC5,W,09,0912
CDCDCE,W,04,0A20
CDCE8C,R,06,0000
CF202B,W,09,0812
CF20F5,W,09,0812
CF210B,R,23,02FF
CF2299,W,09,0A12
CF22A2,W,05,0000
D03245,W,09,0B12
D0324E,W,14,0000
D05895,W,09,0912
D0589E,W,04,0A20
D0595C,R,06,0000
D05969,W,05,4000
D1AAFB,W,09,0812
D1ABC4,W,09,0812
D1ABDA,R,23,02FF
D1AD68,W,09,0A12
D1AD71,W,05,0000
D2BD13,W,09,0B12
D2BD1C,W,14,0000
D2E366,W,09,0912
D2E36F,W,04,0A20
D2E42B,R,06,0000
D435CA,W,09,0812
D43694,W,09,0812
D436A9,R,23,02FF
D43837,W,09,0A12
D43840,W,05,0000
D43848,W,06,0000
D547E2,W,09,0B12
D547EB,W,14,0000
D56E35,W,09,0912
D56E3E,W,04,0A20
D56EFC,R,06,0000
D6C09B,W,09,0812
D6C164,W,09,0812
D6C17A,R,23,02FF
D6C93F,W,0F,8070
D6CADA,W,09,0A12
D6CAE3,W,05,0000
D7D2B3,W,09,0B12
D7D2BC,W,14,0000
D7F905,W,09,0912
D7F90D,W,04,0A20
D7F9CB,R,06,0000
D94B6B,W,09,0812
D94C33,W,09,0812
D94C4A,R,23,02FF
D94DD8,W,09,0A12
D94DE1,W,05,0000
DA5D84,W,09,0B12
DA5D8C,W,14,0000
DA83D6,W,09,0912
DA83DE,W,04,0A20
DA849C,R,06,0000
DBD63B,W,09,0812
DBD705,W,09,0812
DBD71A,R,23,02FF
DBD8A8,W,09,0A12
DBD8B1,W,05,0000
DBD8BA,W,06,0000
DCE853,W,09,0B12
DCE85B,W,14,0000
DD0EA5,W,09,0912
DD0EAD,W,04,0A20
DD0F6B,R,06,0000
DE610A,W,09,0812
DE61D4,W,09,0812
DE61EA,R,23,02FF
DE6378,W,09,0A12
DE6381,W,05,0000
DF7322,W,09,0B12
DF732B,W,14,0000
DF9976,W,09,0912
DF997F,W,04,0A20
DF9A3B,R,06,0000
E0EBDB,W,09,0812
E0ECA4,W,09,0812
E0ECBA,R,23,02FF
E0EE48,W,09,0A12
E0EE51,W,05,0000
E0EE59,W,06,0000
E1FDF3,W,09,0B12
E1FDFC,W,14,0000
E22444,W,09,0912
E2244D,W,04,0A20
E2250B,R,06,0000
E376AB,W,09,0812
E37774,W,09,0812
E37789,R,23,02FF
E37846,W,0F,8060
E379DF,W,09,0A12
E379E8,W,05,0000
E488C2,W,09,0B12
E488CA,W,14,0000
E4AF15,W,09,0912
E4AF1E,W,04,0A20
E4AFDB,R,06,0000
E60179,W,09,0812
E60243,W,09,0812
E60259,R,23,02FF
E603E7,W,09,0A12
E603F0,W,05,0000
E71391,W,09,0B12
E71399,W,14,0000
E739E5,W,09,0912
E739EE,W,04,0A20
E73AAA,R,06,0000
E88C49,W,09,0812
E88D12,W,09,0812
E88D28,R,23,02FF
E88EB7,W,09,0A12
E88EBF,W,05,0000
E88EC8,W,06,0000
E99E5F,W,09,0B12
E99E68,W,14,0000
E9C4B3,W,09,0912
E9C4BB,W,04,0A20
E9C579,R,06,0000
EB1717,W,09,0812
EB17E1,W,09,0812
EB17F7,R,23,02FF
EB1986,W,09,0A12
EB198E,W,05,0000
EB1997,W,06,0000
EC292F,W,09,0B12
EC2938,W,14,0000
EC4F82,W,09,0912
EC4F8B,W,04,0A20
EC5048,R,06,0000
EDA1E8,W,09,0812
EDA2B1,W,09,0812
EDA2C7,R,23,02FF
EDA456,W,09,0A12
EDA45E,W,05,0000
EEB400,W,09,0B12
EEB408,W,14,0000
EEDA52,W,09,0912
EEDA5B,W,04,0A20
EEDB18,R,06,0000
F02CB8,W,09,0812
F02D81,W,09,0812
F02D97,R,23,02FF
F0355D,W,0F,8070
F036F9,W,09,0A12
F03701,W,05,0000
F13ECE,W,09,0B12
F13ED7,W,14,0000
F16522,W,09,0912
F1652B,W,04,0A20
F165E8,R,06,0000
F2B787,W,09,0812
F2B851,W,09,0812
F2B867,R,23,02FF
F2B9F5,W,09,0A12
F2B9FE,W,05,0000
F2BA06,W,06,0000
F3C99E,W,09,0B12
F3C9A7,W,14,0000
F3EFF4,W,09,0912
F3EFFD,W,04,0A20
F3F0B9,R,06,0000
F54257,W,09,0812
F54321,W,09,0812
F54337,R,23,02FF
F544C5,W,09,0A12
F544CE,W,05,0000
F6546E,W,09,0B12
F65477,W,14,0000
F67AC2,W,09,0912
F67ACA,W,04,0A20
F67B8C,R,06,0000
F7CD27,W,09,0812
F7CDF1,W,09,0812
F7CE07,R,23,02FF
F7CF95,W,09,0A12
F7CF9E,W,05,0000
F7CFA6,W,06,0000
F8DF3F,W,09,0B12
F8DF47,W,14,0000
F90592,W,09,0912
